title,id,activity,status
multiprocessing 'using a remote manager' example errors and possible 'from_address' code leftover,5862,2014-06-29.10:41:48,2
Augmented assignment doc: clarify 'only evaluated once',21358,2014-06-29.10:23:07,1
Memory bomb by incorrect custom serializer to json.dumps,21213,2014-06-29.10:13:28,2
list.sort() should show arguments in tutorial,21575,2014-06-29.10:07:59,2
Python fails to build with Subversion 1.7,6094,2014-06-28.23:15:48,2
test_httpservers fails CGI tests if --enable-shared,5638,2014-06-28.18:06:22,2
multiprocessing leaks temporary directories pymp-xxx,21664,2014-06-28.18:01:19,1
"test_posix and lack of ""id -G"" support - less noise required?",11279,2014-06-28.16:40:11,2
memoryview: test slice clamping,21856,2014-06-28.15:33:05,2
"_ast py3k : add lineno back to ""args"" node",10445,2014-06-28.14:12:10,2
sporadic test_bsddb3 failures,10402,2014-06-28.14:03:10,2
Tuple comparisons with NaNs are broken,21873,2014-06-28.12:22:33,2
Embedding-Python example code from documentation crashes,21825,2014-06-28.10:22:46,1
Possible intermittent bug in test_array,12814,2014-06-28.05:19:43,2
Display module names of C functions in cProfile,21863,2014-06-28.03:56:44,2
mark more tests as CPython specific,10000,2014-06-28.03:19:01,2
Document formulas used in statistics,21046,2014-06-28.01:37:32,2
unset PYTHON* environment variables when running tests,12401,2014-06-28.00:11:25,2
Fix usages of the note directive in the documentation,20961,2014-06-28.00:03:38,2
asyncore/Windows: select() doesn't report errors for a non-blocking connect(),777588,2014-06-27.22:42:04,2
Sending a zero-length UDP packet to asyncore invokes handle_close(),21531,2014-06-27.22:31:14,1
asyncore kqueue support,6692,2014-06-27.22:03:05,2
test_trace not symlink install clean,11452,2014-06-27.21:37:39,2
copy of an asyncore dispatcher causes infinite recursion,13103,2014-06-27.21:08:25,2
test_distutils fails if Python built in separate directory,7885,2014-06-27.20:59:27,2
TextTestRunner methods are not documented,11385,2014-06-27.20:54:38,1
use support.captured_stdx context managers - test_asyncore,21582,2014-06-27.20:49:41,2
asyncore creates selec (or poll) on every iteration,11273,2014-06-27.20:39:11,2
tkFileFilter.c: ostypeCount not initialized?,20560,2014-06-27.20:33:26,2
Sporadic failures of test_ssl,10236,2014-06-27.20:13:57,2
doctest should support fixtures,4899,2014-06-27.20:11:16,2
Transient error in multiprocessing (test_number_of_objects),5930,2014-06-27.20:05:55,2
testExtractDir (test.test_zipfile.TestWithDirectory) fails when python built with srcdir != builddir,5217,2014-06-27.17:40:07,2
"test_multiprocessing hang on Windows, non-sockets",17399,2014-06-27.17:21:49,2
There ought to be a way for extension types to associate documentation with their tp_new or tp_init methods,6130,2014-06-27.11:55:56,1
Can't figure out where SyntaxError: can not delete variable 'x' referenced in nested scope us coming from in python shows no traceback,4613,2014-06-27.06:58:57,2
Remove vestigial references to Classic Mac OS attributes in os.stat() and os.name docs,21875,2014-06-27.06:45:08,2
PyObject_CallMethod changes the exception message already set by PyObject_GetAttr,4346,2014-06-27.06:29:32,2
Ctrl-C doesn't interrupt simple loop,21870,2014-06-27.02:29:56,2
test_concurrent_futures fails on FreeBSD,10798,2014-06-26.22:56:57,2
Enhance error handling in the sqlite module,21858,2014-06-26.21:48:27,2
Use python as executable instead of python3 in Python 2 docs,19897,2014-06-26.20:31:39,2
Wrong test in ctypes,21829,2014-06-26.20:25:01,2
Inconsistent behaviour between BytesParser.parse and Parser.parse,21476,2014-06-26.17:34:41,2
imghdr add openexr support,20295,2014-06-26.16:30:03,2
Inconsistent behaviour in itertools.repeat when using negative times,19145,2014-06-26.16:27:46,2
Rietveld test issue,14477,2014-06-26.07:23:51,2
getaddrinfo is wrongly considered thread safe on linux,21216,2014-06-26.04:06:00,2
python-2.7.2-r3 suffers test failure at test_mhlib,14561,2014-06-26.03:35:45,2
http client attempts to send a readable object twice,12860,2014-06-25.19:59:01,2
Use `with` statement in dbm.dumb,21729,2014-06-25.17:49:51,2
inspect.signature bind doesn't include defaults or empty tuple/dicts,21684,2014-06-25.17:03:34,2
dbm/gdbm/ndbm close methods are not document,20872,2014-06-25.11:08:07,2
"quopri: encodestring and decodestring handle bytes, not strings",15588,2014-06-25.08:14:51,2
distutils seems to only work with VC++ 2008 (9.0),5235,2014-06-25.07:29:28,2
Buffer Protocol Documentation Error,21441,2014-06-25.03:39:59,2
collections.namedtuple does questionable things when passed questionable arguments,21832,2014-06-25.01:13:39,2
SystemError when formatting int subclass,18780,2014-06-24.22:21:58,2
Add repr to shelve.Shelf,21670,2014-06-24.20:07:50,2
Class definition gotcha.. should this be documented somewhere?,11974,2014-06-24.20:05:10,2
warnings.simplefilter should validate input,16845,2014-06-24.19:09:44,1
Reversing an encoding with unicode-escape returns a different result,21331,2014-06-24.10:08:35,1
"textwrap doesn't linebreak on ""\n""",1859,2014-06-24.07:00:10,1
Empty ('') xmlns attribute is not properly handled by xml.dom.minidom,12066,2014-06-24.06:38:30,2
DeprecationWarning message applies to wrong context with exec(),3423,2014-06-24.04:38:25,1
pip usable only by administrators on Windows and SELinux,21030,2014-06-23.23:30:10,2
tarfile should expose supported formats,14013,2014-06-23.19:36:25,1
build_tkinter.py does not handle paths with spaces,2213,2014-06-23.17:50:18,2
inspect.signature doesn't always return a signature,21801,2014-06-23.17:24:36,2
Provide Python implementation of operator.compare_digest(),19259,2014-06-23.14:33:37,1
added/corrected containment relationship for networks in lib ipaddress,21828,2014-06-23.12:40:25,2
SysLogHandler closes TCP connection after first message,21807,2014-06-23.12:00:50,2
Py_Initialize breaks wprintf on Windows,16587,2014-06-23.09:59:21,2
islice doesn't accept large stop values,6305,2014-06-23.05:39:16,2
improve re parse error messages for named groups,8343,2014-06-23.02:49:02,2
os.path.islink documentation is ambiguous,13143,2014-06-23.01:00:14,2
dev guide appears not to cover the benchmarking suite,17449,2014-06-22.23:49:18,2
"under Windows, os.path.abspath returns non-ASCII bytes paths as question marks",13247,2014-06-22.23:29:17,2
"timezone docs need ""versionadded: 3.2""",16667,2014-06-22.23:27:16,2
turtle.shapetransform doesn't transform the turtle on the first call,21812,2014-06-22.22:47:00,2
Crash in Modules/_ctypes/libffi/src/dlmalloc.c on ia64-hp-hpux11.31,14540,2014-06-22.22:21:12,2
BufferedIOBase.readinto1 is missing,20578,2014-06-22.21:17:55,2
Windows installer service could not be accessed,21158,2014-06-22.20:41:53,2
2.7.7rc1 msi is lacking libpython27.a,21532,2014-06-22.20:39:02,2
multiprocessing JoinableQueue's join function with timeout,15983,2014-06-22.20:31:07,1
Include version info in Windows shortcuts,10747,2014-06-22.20:29:53,2
SQLite3 PRAGMA table_info doesn't respect database on Win32,8192,2014-06-22.17:35:52,2
multiprocessing: handling of errno after signals in sem_acquire(),6362,2014-06-22.16:42:38,2
python34.dll is not installed,21799,2014-06-22.16:40:45,2
string method lookup is too slow,17170,2014-06-22.16:38:56,2
Asymptotically faster divmod and str(long),3451,2014-06-22.16:12:51,4
[patch] Add AlpineLinux to the platform module's supported distributions list,21031,2014-06-22.15:47:32,4
distutils.sysconfig is not cross-platform compatible,1299,2014-06-22.13:44:56,4
ctypes doesn't build on hp-ux,9175,2014-06-22.13:12:12,4
speedup for / while / if with better bytecode,2459,2014-06-22.12:04:07,4
Asyncore/asynchat hangs when used with ssl sockets,16976,2014-06-22.10:12:46,2
print opcode stats at the end of pybench runs,4714,2014-06-22.10:04:01,4
"Add RFC 3768 SSM Multicast support to ""socket""",2574,2014-06-22.08:27:58,4
CGIHTTPServer File Disclosure,21766,2014-06-22.08:22:51,2
Separate compilation of time and datetime modules,9012,2014-06-22.07:57:17,2
Remaining buffer from socket isn't available anymore after calling socket.recv the first time,21819,2014-06-22.06:40:56,2
"Make turtledemo 2.7 help show file contents, not file name.",21824,2014-06-22.06:33:14,2
Catch turtle.Terminator exceptions in turtledemo,21823,2014-06-22.06:27:42,2
Unattended Install doesn't populate registry,14457,2014-06-21.20:36:07,2
Segmentation fault with unoconv,20756,2014-06-21.19:32:54,2
Use assertEqual in test_pydoc,21786,2014-06-21.19:09:35,2
"difflib.SequenceMatcher stores matching blocks as tuples, not Match named tuples",21635,2014-06-21.19:05:02,2
Improve argparse usage/help customization,11695,2014-06-21.19:01:31,1
object.__setattr__ or super(...).__setattr__?,21814,2014-06-21.16:18:47,2
unittest: more helpful truncating long strings,18996,2014-06-21.10:35:26,2
race condition in SocketServer.py ForkingMixIn collect_children,21491,2014-06-21.09:10:17,2
pydoc removes 'self' in HTML for method docstrings with example code,13223,2014-06-21.09:08:16,2
3.4.1 download page link for OpenPGP signatures has no sigs,21716,2014-06-21.06:02:30,2
The inittab modules cannot be packages,9716,2014-06-21.04:11:42,1
Keyword only argument default values are evaluated before other defaults,16967,2014-06-21.04:10:09,2
Building Python3 on VMS - External repository,21809,2014-06-21.01:45:09,2
Module not callable in script_helper.py,21770,2014-06-20.22:06:02,2
OverflowError: Python int too large to convert to C long,21816,2014-06-20.20:21:51,2
Fix a NameError in test_descr,21769,2014-06-20.19:28:37,2
Fix a NameError in test_pydoc,21768,2014-06-20.19:18:38,2
python-2.7.amd64.msi install fails,10217,2014-06-20.18:40:29,2
help() should use the class signature,17424,2014-06-20.18:24:40,2
Argparse Revert config_file defaults,21805,2014-06-20.16:59:27,2
"commands has no ""RANDOM"" environment?",20708,2014-06-20.15:53:18,2
Windows installation problem with 3.3.5,20880,2014-06-20.14:01:23,2
str.format for fixed width float can return a string longer than the maximum specified,20811,2014-06-20.12:50:39,2
Returning Windows file attribute information via os.stat(),21719,2014-06-20.09:18:58,2
"An index entry for __main__ in ""30.5 runpy"" is missing",20091,2014-06-20.08:39:28,2
xml.dom.minidom does not support default namespaces,13102,2014-06-20.02:35:52,2
LOAD_CONST followed by LOAD_ATTR can be optimized to just	be a LOAD_CONST,6133,2014-06-20.01:34:01,2
"Add ""pip"" section to experts list in devguide",20915,2014-06-19.23:25:14,2
Remove emacs page from devguide,20062,2014-06-19.23:19:00,2
why save the item to be replaced as olditem in PyTuple_SetItem?  It's not useful at all.,20945,2014-06-19.22:56:38,2
ctx.load_verify_locations(cadata),18138,2014-06-19.22:43:31,2
Use partition and enumerate make getopt easier,20457,2014-06-19.22:15:16,2
re documentation: re.compile links to re.search / re.match instead of regex.search / regex.match,21690,2014-06-19.21:56:49,2
SIGSEGV in PyObject_Malloc when ARENAS_USE_MMAP,21810,2014-06-19.21:47:37,2
PyGILState_XXX missing in Python builds without threads,9972,2014-06-19.20:45:31,2
"posixmodule.c always using res = utime(path, NULL)",3425,2014-06-19.20:17:18,2
collections.Counter documentation leaves out interesting usecase,20068,2014-06-19.20:05:28,2
More elaborate documentation on how list comprehensions and generator expressions relate to each other,18612,2014-06-19.17:12:25,2
To change the doc of html/faq/gui.html,18703,2014-06-19.16:25:16,2
Not so correct documentation about asyncio.subprocess_shell method,21758,2014-06-19.15:40:51,2
65001 code page not supported,21808,2014-06-19.15:02:01,2
asyncio: request clearer error message when event loop closed,21326,2014-06-19.11:11:26,2
asyncio: Creating many subprocess generates lots of internal BlockingIOError,21595,2014-06-19.11:10:17,2
"teach distutils ""upload"" to exit with code != 0 when error occurs",21722,2014-06-19.03:15:56,2
signed:1 bitfields rarely make sense,10310,2014-06-18.21:27:20,2
"stack frame contains name of wrapper method, not that of wrapped method",21794,2014-06-18.20:56:57,2
os.path.normcase documentation/behaviour unclear on Mac OS X,3485,2014-06-18.20:12:35,2
Allow adding Path or str to Path,21798,2014-06-18.17:39:25,2
Removal of VMS support,16136,2014-06-18.15:13:33,2
Patch to add Pardus to supported dists in platform,10524,2014-06-18.10:03:24,2
Add callbacks to be invoked when locale changes,9727,2014-06-18.06:16:34,2
windows installers ssl module / openssl broken for some sites,11736,2014-06-18.06:12:47,2
mmap read of single byte accesses more that just that byte,21797,2014-06-18.02:48:25,2
Float maxsize is treated as infinity in asyncio.Queue,21723,2014-06-17.22:44:52,2
IDLE - Test ParenMatch,21694,2014-06-17.22:10:08,2
next fixer fooled by trailing characters,11195,2014-06-17.21:53:50,1
Clarify requirements for file-like objects,21763,2014-06-17.21:52:47,1
Installer doesn't install on Windows Server 2008 DataCenter R2,10002,2014-06-17.21:07:16,2
kill_python doesn't work with short path,10136,2014-06-17.20:45:33,2
"tempfile.py"", line 83,	in <module> once_lock = _allocate_lock() thread.error: can't allocat lock",21796,2014-06-17.20:13:17,1
IDLE - Test hyperparser,21686,2014-06-17.20:04:40,2
help() on enum34 enumeration class creates only a dummy documentation,21561,2014-06-17.19:12:26,1
Spam,21792,2014-06-17.18:45:05,2
__getitem__ and __setitem__ try to be smart when invoked with negative slice indices,21785,2014-06-17.08:05:14,1
"Tools/demo, etc. are not installed",11394,2014-06-17.01:04:26,2
Fix a NameError in test_enum,21773,2014-06-16.20:52:29,2
"Python2.7, wxPython and IDLE 2.7",20085,2014-06-16.19:51:51,2
Add __qualname__ attribute to Python generators and change default __name__,21205,2014-06-16.14:28:24,2
asynchat push_callable() patch,9693,2014-06-16.10:09:16,2
OverflowError should not happen for integer operations,21559,2014-06-16.07:33:06,2
Documentation for len() fails to mention that it works on sets,19362,2014-06-16.07:08:34,2
os.walk: bottom-up,13779,2014-06-16.03:52:12,2
Fix a NameError in xml.dom.minidom,21774,2014-06-15.22:01:21,2
name of 2nd parameter to itertools.groupby(),21771,2014-06-15.21:26:02,2
Add __file__ attribute to frozen modules,21736,2014-06-15.09:22:27,1
Expand zipimport to support bzip2 and lzma,21751,2014-06-15.07:41:20,2
No tests for dequereviter_new,19898,2014-06-15.03:42:17,2
Not so correct error message when giving incorrect type to maxlen in deque,19768,2014-06-15.03:17:23,2
Document that IOBase.__del__ calls self.close,21764,2014-06-15.01:52:21,2
iter(ordered_dict) yields keys not in dict in some circumstances,19414,2014-06-15.01:00:31,2
language reference describes the role of module.__file__ inaccurately,21761,2014-06-14.20:35:11,1
inspect documentation describes module type inaccurately,21760,2014-06-14.20:16:28,1
Can't reenable menus in Tkinter on Mac,21757,2014-06-14.17:35:36,2
asyncore module print to stdout,11792,2014-06-14.15:10:56,2
SSL support for asyncore,10084,2014-06-14.15:07:54,2
Mutable Sequence Type can work not only with iterable in slice[i:j] = t,12617,2014-06-14.12:32:08,2
Add context manager support to dbm modules,11287,2014-06-14.09:54:06,2
WatchedFileHandler can fail due to race conditions or file open issues.,21742,2014-06-14.09:23:34,2
Document Backwards Incompatible change to logging in 3.4,21752,2014-06-14.08:27:26,2
RuntimeError when URLopener.ftpcache is full,21463,2014-06-14.04:22:49,2
itertools.islice() goes over all the pre-initial elements even if the iterable can seek,21744,2014-06-14.02:18:16,2
Compiler error when trying to compile ceval.c on OpenSUSE 11.3,16529,2014-06-13.22:57:19,1
strftime docs do not explain locale effect on result string,5904,2014-06-13.21:25:23,2
Ability to refer to arguments in TestCase.fail* methods,6966,2014-06-13.20:24:44,2
Windows cmd.exe character escaping function,21753,2014-06-13.19:38:56,1
test_socket fails --without-threads,21730,2014-06-13.19:24:44,2
Unnecessary line in documentation,21726,2014-06-13.18:59:14,2
test_multiprocessing_main_handling fails --without-threads,20043,2014-06-13.18:28:40,2
pkgutil ImpLoader does not support frozen modules,21749,2014-06-13.17:34:58,1
Compiler workaround for wide string constants in Modules/getpath.c (patch),12561,2014-06-13.16:01:52,2
argvars: error while parsing under windows,21747,2014-06-13.15:45:27,2
Devguide: mention requirement to install Visual Studio SP1 on Windows,21745,2014-06-13.15:09:25,2
Create test coverage for TurtleScreenBase in Turtle,21656,2014-06-13.01:35:33,2
socket.sendfile() should use TransmitFile on Windows,21721,2014-06-13.01:18:54,1
imghdr does not accept adobe photoshop mime type,21230,2014-06-13.01:02:26,2
Remove site-python support,21711,2014-06-12.23:42:03,2
smtplib: support for IDN (international domain names),20083,2014-06-12.20:23:23,1
Ambiguous sentence explaining `cycle` in itertools documentation,21727,2014-06-12.20:04:18,2
Concurrently closing files and iterating over the open files directory is not well specified,21627,2014-06-12.19:55:11,1
"""mmap(size=9223372036854779904) failed"" message when running test_io on ""AMD64 Snow Leop 3.x"" buildbot",21733,2014-06-12.17:22:06,2
runpy.run_path() fails with frozen __main__ modules,21737,2014-06-12.16:54:49,1
imghdr.what should take one argument,12516,2014-06-12.16:08:23,1
Calendar Problem with Windows (XP),21731,2014-06-12.13:42:01,1
calendar.LocaleHTMLCalendar.formatyearpage() results in traceback with 'unsupported locale setting' on Windows,10498,2014-06-12.13:36:00,2
Interactive interpreter doesn't flush stderr prompty,21425,2014-06-12.09:30:01,2
Implement matrix multiplication operator (PEP 465),21176,2014-06-12.00:57:19,2
Confusing error message when initialising type inheriting object.__init__,21728,2014-06-11.22:46:21,1
Improved error msg for make.bat htmlhelp,21688,2014-06-11.22:38:37,2
SMTPServer of smptd does not support binding to an IPv6 address,14758,2014-06-11.20:36:52,2
a mistype comment in PC/pyconfig.h,21713,2014-06-11.20:31:13,2
fractions.gcd failure,21712,2014-06-11.18:54:30,2
shutil.move(): Add ability to use custom copy function to allow to ignore metadata,19840,2014-06-11.18:41:21,2
Broken link to Pylons in the HOWTO TurboGears documentation,21693,2014-06-11.13:20:40,2
clinic.py --converters fails,21629,2014-06-11.11:35:53,2
Exception context set to string by BufferedWriter.close(),21677,2014-06-11.05:32:09,2
ResourceWarning when open() fails with io.UnsupportedOperation: File or stream is not seekable,21310,2014-06-11.04:20:06,2
Add a new socket.sendfile() method,17552,2014-06-11.02:04:53,2
IDLE - Percolator overhaul,1253,2014-06-10.23:47:16,2
Clarify status of O(1) indexing semantics of str objects,21667,2014-06-10.23:20:46,2
Error 2203 when installing Python/Perl?,13111,2014-06-10.22:25:59,2
"dbm.open(..., flag=""n"") does not work and does not give a warning",18039,2014-06-10.19:22:15,2
mimetypes initialization fails on Windows because of non-Latin characters in registry,9291,2014-06-10.17:01:14,2
"Confusing ""see also"" for generic C-level __init__ methods in help output",21309,2014-06-10.13:12:55,1
asyncio.wait fails when futures list is empty,21596,2014-06-10.09:16:50,2
Unittest discover fails with namespace packages and builtin modules,17457,2014-06-10.08:05:08,2
create_datagram_endpoint does not receive when both local_addr and remote_addr provided,21701,2014-06-10.07:35:53,2
Missing mention of DatagramProtocol having connection_made and connection_lost methods,21700,2014-06-10.07:23:49,2
IDLE: config-main.def contains windows-specific settings,1517993,2014-06-10.00:27:05,2
Clearing globals; interpreter -- IDLE difference,3938,2014-06-10.00:20:54,2
IDLE: One corner calltip case,21659,2014-06-10.00:02:39,2
PYTHONSTARTUP is not run by default when Idle is started,8378,2014-06-09.21:08:04,2
smtplib.SMTP raises socket.timeout,20903,2014-06-09.20:42:44,2
Wrong order of expected/actual for assert_called_once_with,21692,2014-06-09.20:08:48,2
zipfile module doesn't properly compress odt documents,21685,2014-06-09.19:08:47,2
multiprocessing.util.register_after_fork inconsistency,21372,2014-06-09.17:47:48,2
read stuck with multithreading and simultaneous subprocess.Popen,12739,2014-06-09.15:28:14,1
Platform.win32_ver() shows different values than expected on Windows 8.1,21698,2014-06-09.14:21:14,2
Sort keyword arguments in mock _format_call_signature,21256,2014-06-09.08:16:18,2
IDLE (windows) with PYTHONPATH and multiple python versions,15780,2014-06-09.04:38:56,2
PEP 466: Python 2.7 What's New preamble changes,21569,2014-06-09.03:30:51,2
Refleak in idle_test test_autocomplete,21682,2014-06-09.01:13:48,2
argparse explodes with nargs='*' and a tuple metavar,21616,2014-06-09.00:05:42,1
Add Tix to the Windows buildbot scripts,21683,2014-06-08.19:46:18,2
CVE-2014-0224: OpenSSL upgrade to 1.0.1h on Windows required,21671,2014-06-08.19:04:58,2
tkinter.Image.__del__ can throw an exception if module globals are destroyed in the wrong order,18141,2014-06-08.12:42:34,2
"set() returns random output with Python 3.4.1, in non-interactive mode",21691,2014-06-08.07:13:14,2
Argparse exceptions should include which argument has a problem,21666,2014-06-08.06:03:05,1
help-method crashes if sys.stdin is None,11709,2014-06-08.03:17:43,2
tokenize module appears to treat unterminated single and double-quoted strings inconsistently,12063,2014-06-08.00:56:03,2
os.getuid() documentation should be clear on what kind of uid it is referring,10503,2014-06-07.20:52:00,2
"Docs for ""Using Python on a Macintosh"" needs to be updated.",21689,2014-06-07.20:01:03,2
Document options used to control compression level in tarfile,21404,2014-06-07.19:48:18,2
NetBSD: segmentation fault in listextend during install,7424,2014-06-07.18:21:10,2
SEGFAULT error on OpenBSD (sparc),12673,2014-06-07.15:23:51,2
"Add operation ""plus"" for dictionaries",21678,2014-06-07.01:55:48,2
version string printed on STDERR,21681,2014-06-06.20:53:51,2
test_asyncio: relax timings even more,20336,2014-06-06.13:38:03,2
Idle: test AutoExpand.py,18292,2014-06-05.23:44:01,2
IDLE call tips emitting future warnings about ElementTree objects,21654,2014-06-05.20:20:49,2
datamodel documentation: fix typo and phrasing,21662,2014-06-05.19:35:00,2
"Row.keys() in sqlite3 returns a list, not a tuple",21653,2014-06-05.19:18:47,2
setuptools documentation: typo,21661,2014-06-05.18:52:00,2
"__m128, can't build 3.4.1 with intel 14.0.0",21658,2014-06-05.15:14:46,1
"Lib/asyncio/events.py has tons of docstrings which are just ""XXX""",21252,2014-06-05.10:09:27,2
venv upgrade fails on Windows when copying TCL files,21663,2014-06-05.08:32:38,2
"pystone.py in 3.4 still uses time.clock(), even though it's marked as deprecated since 3.3",20475,2014-06-04.20:50:04,2
"Efficiently create empty array.array, consistent with bytearray",21180,2014-06-04.18:46:37,2
"Allow venv to create copies, even when symlinks are supported",18807,2014-06-04.17:55:57,2
"Substitute @TOKENS@ from sysconfig variables, for python-config and python.pc",21660,2014-06-04.13:35:41,1
Idle: test AutoComplete.py,18409,2014-06-04.00:59:51,2
asyncio tests ResourceWarning,21651,2014-06-03.22:29:39,2
asyncio create_connection resource warning,21119,2014-06-03.22:21:17,2
Add a warning section exaplaining that tempfiles are opened in binary mode,21637,2014-06-03.21:58:09,2
Seeking to EOF is too inefficient!,21638,2014-06-03.18:59:26,2
venv does not create lib64 directory and appropriate symlinks,21197,2014-06-03.15:51:52,2
"""File exists"" error during venv --upgrade",21643,2014-06-03.15:49:25,2
Numerous minor issues in Language Reference,21439,2014-06-03.14:35:01,2
smtplib leaves open sockets around if SMTPResponseException is raised in __init__,21641,2014-06-03.14:26:53,2
urllib urlopener leaves open sockets for FTP connection,21648,2014-06-03.12:36:53,1
ld_so_aix not used when linking c++ (scipy),17454,2014-06-03.08:15:36,1
References to other Python version in sidebar of documentation index is not up to date,21640,2014-06-03.06:02:06,2
argparse add_mutually_exclusive_group should accept existing arguments to register conflicts,10984,2014-06-03.05:44:01,1
Overwritten (custom) uuid inside dictionary,21576,2014-06-03.02:31:16,2
"built-in types dict docs - construct dict from iterable, not iterator",21533,2014-06-03.00:45:19,2
tracemalloc crashes with floating point exception when using StringIO,21639,2014-06-02.23:33:48,2
Allow all resources if not running under regrtest.py,18492,2014-06-02.23:02:59,2
Argparse does not propagate HelpFormatter class to subparsers,21633,2014-06-02.22:35:56,1
PEP 466: upgrade OpenSSL in the Python 2.7 Windows builds,21462,2014-06-02.21:24:03,2
Cancel method for Asyncio Task is not documented,21601,2014-06-02.21:10:15,2
Add *Calloc functions to CPython memory allocation API,21233,2014-06-02.20:29:45,2
asyncio.create_subprocess_exec raises OSError,21594,2014-06-02.19:47:51,2
Tkinter.Listbox several minor issues,6181,2014-06-02.19:10:15,2
'!s' formatting documentation bug,21547,2014-06-02.18:19:55,1
"Improve docs for string interpolation ""%s"" re Unicode strings",9196,2014-06-02.18:19:11,1
List/Dict Combination Bug,21631,2014-06-02.17:17:01,2
"AIX, crash loading shared module into another process than python like operator.so results in 0509-130",14150,2014-06-02.15:09:25,1
test_logging fails on Windows for Unix tests,21636,2014-06-02.12:43:47,2
Pystone uses floats,21634,2014-06-02.12:31:53,2
"Tkinter, callback functions",11387,2014-06-02.06:17:44,2
IDLE: Find(ed) text is not highlighted while dialog box is open,13630,2014-06-02.02:20:48,2
IDLE should not open multiple instances of one file,21612,2014-06-02.02:08:03,2
POpen does not close fds when fds have been inherited from a process with a higher resource limit,21618,2014-06-01.21:04:03,2
Add Py3k warning for non-ascii bytes literals,19656,2014-06-01.19:19:40,2
List Dict bug?,21630,2014-06-01.18:59:50,2
String length overflow in Tkinter,21552,2014-06-01.14:09:49,2
Add tests for Tkinter images,21605,2014-06-01.09:57:04,2
PEP 466: Backport hashlib.pbkdf2_hmac to Python 2.7,21304,2014-05-31.20:26:54,2
Misleading 2to3 fixer name in documentation: standard_error,21604,2014-05-31.20:17:23,2
OrderedDict KeysView set operations not supported,21620,2014-05-31.16:04:05,2
PEP 466: backport hmac.compare_digest,21306,2014-05-31.15:14:57,2
use support.captured_stderr context manager - test_logging,21583,2014-05-31.07:20:03,2
Use generic license web page rather than requiring release-specific license pages,21572,2014-05-31.06:53:55,2
Installer for mac doesn't store the installation location,21613,2014-05-31.05:34:28,1
Add a keyword-only spec argument to types.ModuleType,20383,2014-05-31.01:24:37,2
can the subprocess module war using os.wait4 and so return usage?,21504,2014-05-30.22:41:56,2
Curses bug report for Python 2.7 and Python 3.2,21615,2014-05-30.20:02:03,1
Help for ImportError should show a more useful signature.,21577,2014-05-30.19:52:44,1
logging.handlers.HTTPHandler.setFormatter() has no effect,21608,2014-05-30.18:05:56,2
itertools.tee doesn't have a __sizeof__ method,19048,2014-05-30.09:47:38,2
argparse: type conversion function should be called only once,12776,2014-05-30.02:44:44,2
Documentation for datetime.datetime uses microseconds instead of microsecond,21609,2014-05-29.21:18:07,2
results of `zip` are displayed as '<zip object at 0xxxxxx>,21607,2014-05-29.20:36:54,2
No visual feedback when entering japanese Characters in Entry widget,21606,2014-05-29.18:52:02,2
PyImport_ExecCodeModuleObject not setting module attributes,21226,2014-05-29.18:44:15,2
smtplib.py socket.create_connection() also doesn't handle EINTR properly,21602,2014-05-29.07:43:30,2
Is __getitem__ and __len__ implementations enough to make a user-defined class sliceable?,21598,2014-05-29.02:29:08,2
asyncio's loop.connect_read_pipe makes pipes non-blocking contrary to the documentation,21454,2014-05-28.22:20:03,2
asyncio docs refer to wrong TimeoutError,21376,2014-05-28.22:06:16,2
Change default behavior of arguments with type bool when options are specified,21208,2014-05-28.21:45:45,2
asyncore delayed calls feature,1641,2014-05-28.21:37:06,2
os.path.relpath returns inconsistent types,21343,2014-05-28.15:57:53,2
dbm.dumb should be consistent when the database is closed,19385,2014-05-28.15:53:06,2
Add test for ntpath.expanduser,21493,2014-05-28.15:39:31,2
sqlite3.Row doesn't support sequence protocol,10203,2014-05-28.10:06:50,2
Use better idiom in unittest example,21589,2014-05-27.12:29:16,2
configparser accepts keys beginning with comment_chars when writing,21498,2014-05-27.06:56:17,1
IDLE icon not included in Windows installer,21467,2014-05-27.01:40:38,2
python -3 documentation is outdated,21434,2014-05-26.22:39:03,2
Tabs in source,21587,2014-05-26.22:12:49,2
"Minor error ""How To Sockets""",21586,2014-05-26.22:11:21,2
Unraised overflow error in sqlite3.Row indexing,21584,2014-05-26.20:20:53,2
Improve indexing of syntax symbols,21054,2014-05-26.16:15:43,1
random.triangular error when low = high=mode,13355,2014-05-26.08:35:02,2
set() operators don't work with collections.Set instances,8743,2014-05-26.08:02:33,2
Argpase Namespace object methods __eq__ and __ne__  raise TypeError when comparing to None,21481,2014-05-26.07:45:10,2
"tempfile.NamedTemporaryFile can close the file too early, if not assigning to a variable",18879,2014-05-26.06:27:57,2
Better repr for threading.Lock(),21137,2014-05-26.05:21:13,2
Fix a typo in the contextlib docs,21558,2014-05-26.05:20:35,2
Additional recipes for itertools docs,16774,2014-05-26.05:05:16,2
Line coverage for collectionts.abc.Set,15246,2014-05-26.01:29:17,2
Color prompt + readline,12972,2014-05-25.21:45:07,2
multiprocessing: use contex-manager protocol for synchronization primitives,21565,2014-05-25.15:04:44,2
Add unit test for spwd module,19925,2014-05-25.13:33:54,2
Support WebP image format detection in imghdr module,20197,2014-05-25.09:31:55,2
404 on documentation download links,21534,2014-05-24.22:15:41,2
